query_id,category_l1,category_l2,query_type,Query_EN,Query_IT,Query_DE
qa23b3ed01,Electronics,gaming chair,generic,where to buy gaming chair,dove comprare sedia gaming,wo Gaming-Stuhl kaufen
q82410e03a,Electronics,wireless charger,branded,buy Anker MagGo 15W,acquista Anker MagGo 15W,Anker MagGo 15W kaufen
q717d6bf42,Baby & Kids,baby monitor,generic,buy baby monitor,acquista baby monitor,Babyphone kaufen
qc694a79c1,Home & Garden,vacuum cleaner,branded,Dyson V12 Detect Slim review,Dyson V12 Detect Slim recensione,Dyson V12 Detect Slim test
q6e89113cc,Electronics,mechanical keyboard,branded,Razer BlackWidow V4 price,Razer BlackWidow V4 prezzo,Razer BlackWidow V4 preis
q835362c62,Beauty & Personal Care,foundation makeup,generic,foundation makeup price,prezzo fondotinta,Foundation preis
qb920a9e07,Electronics,gaming laptop,branded,buy ASUS ROG Zephyrus G14,acquista ASUS ROG Zephyrus G14,ASUS ROG Zephyrus G14 kaufen
q871c92ab8,Electronics,gaming headset,generic,gaming headset for beginners,headset gaming per principianti,Gaming-Headset für anfänger
q7a7c4eca6,Apparel & Accessories,fitness tracker,generic,fitness tracker for beginners,fitness tracker per principianti,Fitness-Tracker für anfänger
qd6ca3fb27,Electronics,DAC amplifier,generic,compare DAC amplifier,confronta DAC amplificatore,DAC Verstärker vergleich
q08d9e6b95,Apparel & Accessories,hiking boots,generic,hiking boots online,scarpe da trekking online,Wanderstiefel online
q6d6f7a103,Electronics,laptop stand,generic,laptop stand deals,supporto laptop occasioni,Laptop-Ständer schnäppchen
q27b8da1b0,Apparel & Accessories,smartwatch,generic,smartwatch 2024,smartwatch 2024,Smartwatch 2024
q2e3a188b9,Electronics,OLED television,branded,Sony Bravia A80L price,Sony Bravia A80L prezzo,Sony Bravia A80L preis
q2c383cbd2,Baby & Kids,car seat,generic,car seat 2024,seggiolino auto 2024,Kindersitz 2024
qebbaa0444,Sporting Goods,tennis racket,generic,top tennis racket,top racchetta da tennis,top Tennisschläger
q29d0f9d6b,Electronics,noise cancelling headphones,branded,Bose QuietComfort 45 review,Bose QuietComfort 45 recensione,Bose QuietComfort 45 test
qc11ea6d2b,Sporting Goods,ski boots,generic,ski boots sale,scarponi da sci saldi,Skischuhe sale
q38a90e60a,Home & Garden,hair dryer,generic,hair dryer professional,asciugacapelli professionale,professioneller Haartrockner
q99087b7f8,Sporting Goods,e-bike,branded,Cube Stereo Hybrid,Cube Stereo Hybrid,Cube Stereo Hybrid
q6132edd28,Sporting Goods,climbing harness,generic,buy climbing harness,acquista imbrago da arrampicata,Klettergurt kaufen
qbcb3b5e69,Sporting Goods,cycling helmet,branded,Specialized Propero 4 offers,Specialized Propero 4 offerte,Specialized Propero 4 angebote
qde32bf5e4,Home & Garden,office chair,branded,Secretlab Titan Evo,Secretlab Titan Evo,Secretlab Titan Evo
qa437b1241,Home & Garden,air fryer,branded,Tefal Easy Fry Deluxe price,Tefal Easy Fry Deluxe prezzo,Tefal Easy Fry Deluxe preis
q091d07fc2,Electronics,gaming controller,generic,gaming controller for beginners,controller gaming per principianti,Gaming-Controller für anfänger
qf6b78ddde,Home & Garden,smart thermostat,branded,buy Hive Active Heating,acquista Hive Active Heating,Hive Active Heating kaufen
q5c78703ff,Electronics,gaming chair,generic,gaming chair review,recensione sedia gaming,Gaming-Stuhl test
qae5a05560,Electronics,2-in-1 laptop,generic,2-in-1 laptop for beginners,laptop 2-in-1 per principianti,2-in-1-Laptop für anfänger
q8ba1133b8,Electronics,laptop,generic,laptop specs,specifiche laptop,Laptop technische daten
q767e2ef2a,Apparel & Accessories,sport leggings,generic,sport leggings 2024,leggings sportivi 2024,Sport-Leggings 2024
q8cf079b31,Baby & Kids,car seat,branded,Cybex Sirona S2 i-Size price,Cybex Sirona S2 i-Size prezzo,Cybex Sirona S2 i-Size preis
q58c6f30b0,Sporting Goods,heart rate monitor,generic,buy heart rate monitor,acquista cardiofrequenzimetro,Herzfrequenzmesser kaufen
qffcbc4d37,Electronics,laptop,generic,cheap laptop,laptop economici,günstiger Laptop
q76c1bd8aa,Beauty & Personal Care,perfume,generic,perfume professional,profumo professionale,professioneller Parfüm
q9f16a26c4,Home & Garden,coffee machine,branded,De'Longhi Dinamica Plus offers,De'Longhi Dinamica Plus offerte,De'Longhi Dinamica Plus angebote
q26ef22d01,Electronics,vinyl record player,generic,vinyl record player sale,giradischi saldi,Plattenspieler sale
q0d7a624a8,Home & Garden,security camera,generic,security camera specs,specifiche telecamera di sicurezza,Sicherheitskamera technische daten
q2d5384027,Electronics,USB hub,generic,USB hub online,hub USB online,USB-Hub online
q45e36a015,Beauty & Personal Care,perfume,branded,Chanel N°5,Chanel N°5,Chanel N°5
qe18f55d3b,Electronics,phone case,generic,best phone case,migliori custodia per telefono,bestes Handyhülle
qfb67e0af2,Beauty & Personal Care,lip balm,generic,cheap lip balm,balsamo labbra economici,günstiger Lippenbalsam
qeb324a086,Sporting Goods,tennis racket,generic,best tennis racket,migliori racchetta da tennis,bestes Tennisschläger
q32c948bd3,Beauty & Personal Care,lip balm,generic,lip balm amazon,balsamo labbra amazon,Lippenbalsam amazon
qe6c8b3ffe,Apparel & Accessories,compression socks,generic,compare compression socks,confronta calze a compressione,Kompressionssocken vergleich
qb1c0959f3,Beauty & Personal Care,perfume,generic,where to buy perfume,dove comprare profumo,wo Parfüm kaufen
q353ed86de,Electronics,gaming monitor,generic,gaming monitor sale,monitor gaming saldi,Gaming-Monitor sale
q05e32a657,Electronics,smart TV,generic,smart TV under 100,smart TV sotto 100 euro,Smart-TV unter 100 euro
q423ec762d,Apparel & Accessories,sport shorts,generic,sport shorts rating,valutazione pantaloncini sportivi,Sporthose bewertung
q018ec02b5,Electronics,projector,generic,best projector,migliori proiettore,bestes Beamer
q02f5600f0,Home & Garden,capsule coffee machine,branded,buy Nespresso Essenza Mini,acquista Nespresso Essenza Mini,Nespresso Essenza Mini kaufen
qbf1bc711e,Home & Garden,security camera,branded,buy Arlo Pro 5S,acquista Arlo Pro 5S,Arlo Pro 5S kaufen
q82e9dcc6e,Electronics,USB hub,generic,USB hub amazon,hub USB amazon,USB-Hub amazon
q095fcf614,Electronics,smartphone,branded,Samsung Galaxy S24 Ultra review,Samsung Galaxy S24 Ultra recensione,Samsung Galaxy S24 Ultra test
q2750cf54f,Sporting Goods,ski boots,generic,ski boots specs,specifiche scarponi da sci,Skischuhe technische daten
qda3281673,Sporting Goods,exercise bike,generic,cheap exercise bike,cyclette economici,günstiger Heimtrainer
q5b1aaf749,Electronics,projector,generic,projector specs,specifiche proiettore,Beamer technische daten
qe3cc3ac0b,Apparel & Accessories,sunglasses,branded,Ray-Ban Aviator price,Ray-Ban Aviator prezzo,Ray-Ban Aviator preis
q3672997b0,Electronics,Bluetooth speaker,branded,JBL Flip 6 review,JBL Flip 6 recensione,JBL Flip 6 test
q1dfe43ca4,Sporting Goods,road bike,generic,road bike rating,valutazione bici da strada,Rennrad bewertung
qf6d6b35d6,Home & Garden,capsule coffee machine,branded,Keurig K-Elite,Keurig K-Elite,Keurig K-Elite
q9785a36bf,Electronics,VR headset,branded,Apple Vision Pro offers,Apple Vision Pro offerte,Apple Vision Pro angebote
q2873525da,Electronics,laptop,branded,ASUS ZenBook Pro,ASUS ZenBook Pro,ASUS ZenBook Pro
q575316ccb,Electronics,ultrabook,generic,ultrabook online,ultrabook online,Ultrabook online
q60a41f3a1,Electronics,iPad,generic,iPad deals,iPad occasioni,iPad schnäppchen
q0bf8ae19c,Apparel & Accessories,running shoes,branded,Hoka Bondi 8 review,Hoka Bondi 8 recensione,Hoka Bondi 8 test
q172e7ddd5,Home & Garden,smart thermostat,generic,compare smart thermostat,confronta termostato intelligente,Smartes Thermostat vergleich
q363b92a35,Apparel & Accessories,running shoes,branded,Hoka Bondi 8,Hoka Bondi 8,Hoka Bondi 8
q7bd38b77f,Electronics,gaming controller,branded,DualSense Edge,DualSense Edge,DualSense Edge
q384520034,Electronics,mechanical keyboard,generic,mechanical keyboard 2024,tastiera meccanica 2024,Mechanische Tastatur 2024
qce6461261,Sporting Goods,resistance bands,generic,resistance bands online,elastici fitness online,Fitnessbänder online
q6078d4c26,Baby & Kids,baby stroller,branded,buy Chicco Trio Sprint,acquista Chicco Trio Sprint,Chicco Trio Sprint kaufen
qa8f06fd69,Sporting Goods,GPS running watch,generic,GPS running watch professional,orologio GPS corsa professionale,professioneller GPS-Laufuhr
qdc325385f,Apparel & Accessories,running shoes,branded,Hoka Speedgoat 5 price,Hoka Speedgoat 5 prezzo,Hoka Speedgoat 5 preis
q054127241,Apparel & Accessories,sunglasses,generic,sunglasses price,prezzo occhiali da sole,Sonnenbrille preis
qd182e5ca1,Apparel & Accessories,backpack,generic,backpack offers,offerte zaino,Rucksack angebote
qa305f9d51,Apparel & Accessories,compression socks,generic,compression socks rating,valutazione calze a compressione,Kompressionssocken bewertung
qeafb0735e,Electronics,drone with camera,branded,DJI Mini 4 Pro offers,DJI Mini 4 Pro offerte,DJI Mini 4 Pro angebote
q7d0982896,Electronics,USB-C cable,generic,USB-C cable sale,cavo USB-C saldi,USB-C-Kabel sale
q832403a9e,Electronics,gaming mouse,generic,gaming mouse amazon,mouse gaming amazon,Gaming-Maus amazon
qfbd85d6b3,Electronics,laptop,generic,laptop price,prezzo laptop,Laptop preis
qe8db52770,Sporting Goods,treadmill,generic,treadmill for beginners,tapis roulant per principianti,Laufband für anfänger
qb0c410231,Electronics,camera lens,generic,where to buy camera lens,dove comprare obiettivo fotografico,wo Kameraobjektiv kaufen
q84eb1d65a,Apparel & Accessories,hiking boots,branded,Merrell Moab 3 review,Merrell Moab 3 recensione,Merrell Moab 3 test
q119e30c13,Home & Garden,smart lighting,branded,LIFX Color 1000lm review,LIFX Color 1000lm recensione,LIFX Color 1000lm test
q76c1cc58a,Sporting Goods,camping tent,generic,camping tent rating,valutazione tenda da campeggio,Campingzelt bewertung
q1abec0248,Sporting Goods,mountain bike,branded,buy Santa Cruz Hightower,acquista Santa Cruz Hightower,Santa Cruz Hightower kaufen
q695cd22fb,Electronics,tablet,branded,Samsung Galaxy Tab S9,Samsung Galaxy Tab S9,Samsung Galaxy Tab S9
q471798251,Sporting Goods,e-bike,branded,buy Cube Stereo Hybrid,acquista Cube Stereo Hybrid,Cube Stereo Hybrid kaufen
q1594a36eb,Home & Garden,electric razor,branded,buy Braun Series 9 Pro+,acquista Braun Series 9 Pro+,Braun Series 9 Pro+ kaufen
qad6bcb192,Sporting Goods,surf board,generic,surf board specs,specifiche tavola da surf,Surfbrett technische daten
q5d21ffb28,Electronics,power bank,generic,where to buy power bank,dove comprare power bank,wo Powerbank kaufen
qc1ec6696d,Home & Garden,smart doorbell,generic,where to buy smart doorbell,dove comprare videocitofono smart,wo Video-Türklingel kaufen
q997080c6c,Sporting Goods,mountain bike,branded,Santa Cruz Hightower offers,Santa Cruz Hightower offerte,Santa Cruz Hightower angebote
q58660555f,Electronics,VR headset,generic,VR headset professional,visore VR professionale,professioneller VR-Headset
qf7b23463f,Home & Garden,smart lighting,branded,LIFX Color 1000lm offers,LIFX Color 1000lm offerte,LIFX Color 1000lm angebote
q01a58a6c8,Home & Garden,espresso machine,generic,cheap espresso machine,macchina per espresso economici,günstiger Espressomaschine
q8434c9582,Sporting Goods,treadmill,branded,buy Peloton Tread,acquista Peloton Tread,Peloton Tread kaufen
qcc2e6f44e,Electronics,mechanical keyboard,generic,cheap mechanical keyboard,tastiera meccanica economici,günstiger Mechanische Tastatur
q075a40477,Electronics,in-ear headphones,generic,in-ear headphones under 100,auricolari in-ear sotto 100 euro,In-Ear-Kopfhörer unter 100 euro
q9bdc87f8d,Sporting Goods,road bike,generic,road bike,bici da strada,Rennrad
q04cab9073,Apparel & Accessories,winter jacket,generic,winter jacket specs,specifiche giacca invernale,Winterjacke technische daten
qb0eac7180,Electronics,gaming console,branded,Nintendo Switch OLED review,Nintendo Switch OLED recensione,Nintendo Switch OLED test
q8a8255f71,Electronics,monitor,generic,monitor sale,monitor saldi,Monitor sale
q73d41ae42,Home & Garden,electric razor,generic,electric razor 2024,rasoio elettrico 2024,Elektrorasierer 2024
q0b3805cfa,Home & Garden,electric toothbrush,branded,Philips Sonicare DiamondClean price,Philips Sonicare DiamondClean prezzo,Philips Sonicare DiamondClean preis
q9705f63b0,Home & Garden,electric razor,generic,electric razor specs,specifiche rasoio elettrico,Elektrorasierer technische daten
q51c06e418,Sporting Goods,e-bike,branded,Cube Stereo Hybrid offers,Cube Stereo Hybrid offerte,Cube Stereo Hybrid angebote
qf1105811e,Apparel & Accessories,tennis shoes,generic,tennis shoes under 500,scarpe da tennis sotto 500 euro,Tennisschuhe unter 500 euro
q80e051a16,Baby & Kids,toys,branded,LEGO Harry Potter Hogwarts Castle,LEGO Harry Potter Hogwarts Castle,LEGO Harry Potter Hogwarts Castle
q51607d906,Electronics,gaming headset,generic,cheap gaming headset,headset gaming economici,günstiger Gaming-Headset
q8536dc65e,Sporting Goods,protein powder,generic,top protein powder,top proteine in polvere,top Proteinpulver
q169e73dca,Electronics,gaming laptop,branded,Razer Blade 15 price,Razer Blade 15 prezzo,Razer Blade 15 preis
qe90a6fcf1,Electronics,business laptop,generic,business laptop offers,offerte laptop business,Business-Laptop angebote
q0c9d13078,Electronics,wireless headphones,branded,Anker Soundcore Q45 price,Anker Soundcore Q45 prezzo,Anker Soundcore Q45 preis
q8568e2908,Home & Garden,office chair,branded,Herman Miller Aeron review,Herman Miller Aeron recensione,Herman Miller Aeron test
qffb7ad9dc,Electronics,mirrorless camera,generic,mirrorless camera amazon,fotocamera mirrorless amazon,Systemkamera amazon
q3cd767388,Electronics,gaming chair,generic,buy gaming chair online,comprare sedia gaming online,Gaming-Stuhl online kaufen
qfafed0ec7,Electronics,tablet,generic,tablet under 500,tablet sotto 500 euro,Tablet unter 500 euro
q9bd6df299,Sporting Goods,heart rate monitor,generic,buy heart rate monitor online,comprare cardiofrequenzimetro online,Herzfrequenzmesser online kaufen
qe39fd9da4,Apparel & Accessories,basketball shoes,generic,best basketball shoes,migliori scarpe da basket,bestes Basketballschuhe
q491a58179,Apparel & Accessories,sneakers,branded,buy Adidas Yeezy 350 V2,acquista Adidas Yeezy 350 V2,Adidas Yeezy 350 V2 kaufen
qabf59e9d8,Electronics,in-ear headphones,generic,in-ear headphones professional,auricolari in-ear professionale,professioneller In-Ear-Kopfhörer
q52fe36aed,Beauty & Personal Care,face moisturiser,generic,face moisturiser professional,crema idratante viso professionale,professioneller Gesichtscreme
q390f6319f,Electronics,earbuds,generic,earbuds offers,offerte auricolari,Ohrstöpsel angebote
q520bd722c,Sporting Goods,climbing harness,generic,climbing harness professional,imbrago da arrampicata professionale,professioneller Klettergurt
q3c33a9e92,Home & Garden,vacuum cleaner,generic,vacuum cleaner amazon,aspirapolvere amazon,Staubsauger amazon
qe82bdb597,Electronics,monitor,generic,monitor professional,monitor professionale,professioneller Monitor
qa984cd8fb,Baby & Kids,baby carrier,generic,buy baby carrier,acquista marsupio neonato,Babytrage kaufen
qadee4989b,Sporting Goods,climbing harness,generic,climbing harness review,recensione imbrago da arrampicata,Klettergurt test
q152419dce,Sporting Goods,mountain bike,branded,Giant Trance X Advanced,Giant Trance X Advanced,Giant Trance X Advanced
qd5bc97b80,Electronics,camera lens,generic,cheap camera lens,obiettivo fotografico economici,günstiger Kameraobjektiv
q9c5d3f0d2,Home & Garden,robot vacuum cleaner,generic,buy robot vacuum cleaner online,comprare aspirapolvere robot online,Saugroboter online kaufen
q28ad5980e,Electronics,QLED television,branded,Samsung QN90C offers,Samsung QN90C offerte,Samsung QN90C angebote
q81e8559a8,Apparel & Accessories,sports bra,generic,sports bra specs,specifiche reggiseno sportivo,Sport-BH technische daten
q0e3cdbd7b,Electronics,laptop,generic,laptop professional,laptop professionale,professioneller Laptop
q35e2e41b2,Sporting Goods,e-bike,generic,e-bike amazon,bici elettrica amazon,E-Bike amazon
q3d5a546b2,Apparel & Accessories,basketball shoes,generic,basketball shoes specs,specifiche scarpe da basket,Basketballschuhe technische daten
q7c1ef2882,Apparel & Accessories,running shoes,branded,Nike Air Force 1 offers,Nike Air Force 1 offerte,Nike Air Force 1 angebote
q36c1411bb,Electronics,smartphone,generic,smartphone rating,valutazione smartphone,Smartphone bewertung
q3d354b1bb,Electronics,digital camera,generic,top digital camera,top fotocamera digitale,top Digitalkamera
q21c63028e,Electronics,webcam,generic,webcam under 100,webcam sotto 100 euro,Webcam unter 100 euro
q1e6902111,Beauty & Personal Care,nail polish,generic,nail polish price,prezzo smalto per unghie,Nagellack preis
